0	0	1.068317
0	1	1.067928
0	2	1.068081
0	3	1.067829
0	4	1.067563
0	5	1.067269
0	6	1.069126
0	7	1.068276
1	0	1.067746
1	1	1.175869
1	2	1.017321
1	3	1.030837
1	4	1.055741
1	5	1.171940
1	6	1.112670
1	7	1.068195
2	0	1.067707
2	1	1.125110
2	2	1.049215
2	3	1.117448
2	4	0.931298
2	5	0.935753
2	6	0.956984
2	7	1.067745
3	0	1.068675
3	1	1.129509
3	2	0.978653
3	3	1.067454
3	4	0.951904
3	5	0.973554
3	6	0.950700
3	7	1.067641
4	0	1.067726
4	1	1.058096
4	2	1.188627
4	3	1.147648
4	4	0.984712
4	5	0.944513
4	6	0.919371
4	7	1.067815
5	0	1.067507
5	1	0.979694
5	2	1.166855
5	3	1.250954
5	4	1.092727
5	5	1.034122
5	6	1.025166
5	7	1.067796
6	0	1.068189
6	1	1.059137
6	2	1.243397
6	3	1.314858
6	4	1.246144
6	5	1.034653
6	6	1.058445
6	7	1.067948
7	0	1.068293
7	1	1.068123
7	2	1.068171
7	3	1.068238
7	4	1.068193
7	5	1.068041
7	6	1.068183
7	7	1.068286
