0	0	-25.39	-25.39	0.000	-3.1415926536
1	0	-24.79	-25.39	0.000	1.5707963268
2	0	24.79	-25.39	0.000	-3.1415926536
3	0	25.39	-25.39	0.000	1.5707963268
0	1	-25.39	-24.79	0.000	-1.5707963268
1	1	-24.79	-24.79	0.000	0.000000000
2	1	24.79	-24.79	0.000	-1.5707963268
3	1	25.39	-24.79	0.000	0.000000000
0	2	-25.39	24.79	0.000	-3.1415926536
1	2	-24.79	24.79	0.000	1.5707963268
2	2	24.79	24.79	0.000	-3.1415926536
3	2	25.39	24.79	0.000	1.5707963268
0	3	-25.39	25.39	0.000	-1.5707963268
1	3	-24.79	25.39	0.000	0.000000000
2	3	24.79	25.39	0.000	-1.5707963268
3	3	25.39	25.39	0.000	0.000000000
