0	0	-0.3	-0.3	0	0	0	3.1415926536	1
1	0	0.3	-0.3	0	0	0	1.5707963268	1
0	1	-0.3	0.3	0	0	0	-1.5707963268	1
1	1	0.3	0.3	0	0	0	0	1
1	0	-22.6036363636	-22.6036363636	0	-0.020928529	0.020928529	0	4
0	0	22.6036363636	-22.6036363636	0	-0.020928529	-0.020928529	0	4
1	1	-22.6036363636	22.6036363636	0	0.020928529	0.020928529	0	4
0	1	22.6036363636	22.6036363636	0	0.020928529	-0.020928529	0	4
1	0	0	22.6036363636	0	0.020928529	-0.020928529	0	22
1	1	0	-22.6036363636	0	-0.020928529	-0.020928529	0	22
1	0	-22.6036363636	-22.6036363636	0	-0.020928529	0.020928529	0	32
0	0	22.6036363636	-22.6036363636	0	-0.020928529	-0.020928529	0	32
1	1	-22.6036363636	22.6036363636	0	0.020928529	0.020928529	0	32
