ID,Radius,Pad,U,G,Pin,PinColID,PinRowID,FEE,FEE_Connector,FEE_Chan
1498,0,89,12,1,E9,4,9,0.0,J1,62
1452,0,90,12,1,E7,4,7,0.0,J1,7
1497,0,91,12,1,F2,5,2,0.0,J1,31
1449,0,92,12,1,E4,4,4,0.0,J1,20
1496,0,93,12,1,E2,4,2,0.0,J1,30
2,1,0,1,1,B5,1,5,5.0,J2,146
24,1,1,1,1,C3,2,3,5.0,J2,157
376,1,2,4,1,C3,2,3,4.0,J1,29
354,1,3,4,1,B5,1,5,4.0,J1,18
379,1,4,4,1,C6,2,6,4.0,J1,12
357,1,5,4,1,B8,1,8,4.0,J1,5
146,1,6,2,1,C10,2,10,5.0,J1,61
130,1,7,2,1,B12,1,12,5.0,J1,50
149,1,8,2,1,C13,2,13,5.0,J1,44
133,1,9,2,1,B15,1,15,5.0,J1,37
152,1,10,2,1,C17,2,17,5.0,J1,93
136,1,11,2,1,B19,1,19,5.0,J1,82
155,1,12,2,1,C20,2,20,5.0,J1,76
139,1,13,2,1,B22,1,22,5.0,J1,69
158,1,14,2,1,C24,2,24,5.0,J1,125
142,1,15,2,1,B26,1,26,5.0,J1,114
161,1,16,2,1,C27,2,27,5.0,J1,108
145,1,17,2,1,B29,1,29,5.0,J1,101
382,1,18,4,1,C10,2,10,4.0,J1,61
360,1,19,4,1,B12,1,12,4.0,J1,50
385,1,20,4,1,C13,2,13,4.0,J1,44
363,1,21,4,1,B15,1,15,4.0,J1,37
388,1,22,4,1,C17,2,17,4.0,J1,93
366,1,23,4,1,B19,1,19,4.0,J1,82
391,1,24,4,1,C20,2,20,4.0,J1,76
369,1,25,4,1,B22,1,22,4.0,J1,69
394,1,26,4,1,C24,2,24,4.0,J1,125
372,1,27,4,1,B26,1,26,4.0,J1,114
397,1,28,4,1,C27,2,27,4.0,J1,108
375,1,29,4,1,B29,1,29,4.0,J1,101
641,1,30,6,1,C13,2,13,3.0,J1,44
619,1,31,6,1,B15,1,15,3.0,J1,37
644,1,32,6,1,C17,2,17,3.0,J1,93
622,1,33,6,1,B19,1,19,3.0,J1,82
647,1,34,6,1,C20,2,20,3.0,J1,76
625,1,35,6,1,B22,1,22,3.0,J1,69
650,1,36,6,1,C24,2,24,3.0,J1,125
628,1,37,6,1,B26,1,26,3.0,J1,114
653,1,38,6,1,C27,2,27,3.0,J1,108
631,1,39,6,1,B29,1,29,3.0,J1,101
712,1,40,6,1,F12,5,12,3.0,J1,46
710,1,41,6,1,F10,5,10,3.0,J1,56
709,1,42,6,1,F8,5,8,3.0,J1,1
707,1,43,6,1,F6,5,6,3.0,J1,11
706,1,44,6,1,F5,5,5,3.0,J1,14
704,1,45,6,1,F3,5,3,3.0,J1,24
906,1,46,8,1,C24,2,24,2.0,J1,125
884,1,47,8,1,B26,1,26,2.0,J1,114
909,1,48,8,1,C27,2,27,2.0,J1,108
887,1,49,8,1,B29,1,29,2.0,J1,101
977,1,50,8,1,F22,5,22,2.0,J1,65
975,1,51,8,1,F20,5,20,2.0,J1,75
974,1,52,8,1,F19,5,19,2.0,J1,78
972,1,53,8,1,F17,5,17,2.0,J1,88
971,1,54,8,1,F15,5,15,2.0,J1,33
969,1,55,8,1,F13,5,13,2.0,J1,43
968,1,56,8,1,F12,5,12,2.0,J1,46
966,1,57,8,1,F10,5,10,2.0,J1,56
965,1,58,8,1,F8,5,8,2.0,J1,1
963,1,59,8,1,F6,5,6,2.0,J1,11
962,1,60,8,1,F5,5,5,2.0,J1,14
960,1,61,8,1,F3,5,3,2.0,J1,24
1239,1,62,10,1,F29,5,29,1.0,J1,97
1237,1,63,10,1,F27,5,27,1.0,J1,107
1236,1,64,10,1,F26,5,26,1.0,J1,110
1234,1,65,10,1,F24,5,24,1.0,J1,120
1233,1,66,10,1,F22,5,22,1.0,J1,65
1231,1,67,10,1,F20,5,20,1.0,J1,75
1230,1,68,10,1,F19,5,19,1.0,J1,78
1228,1,69,10,1,F17,5,17,1.0,J1,88
1227,1,70,10,1,F15,5,15,1.0,J1,33
1225,1,71,10,1,F13,5,13,1.0,J1,43
1224,1,72,10,1,F12,5,12,1.0,J1,46
1222,1,73,10,1,F10,5,10,1.0,J1,56
1221,1,74,10,1,F8,5,8,1.0,J1,1
1219,1,75,10,1,F6,5,6,1.0,J1,11
1218,1,76,10,1,F5,5,5,1.0,J1,14
1216,1,77,10,1,F3,5,3,1.0,J1,24
1495,1,78,12,1,F29,5,29,0.0,J1,97
1493,1,79,12,1,F27,5,27,0.0,J1,107
1492,1,80,12,1,F26,5,26,0.0,J1,110
1490,1,81,12,1,F24,5,24,0.0,J1,120
1489,1,82,12,1,F22,5,22,0.0,J1,65
1487,1,83,12,1,F20,5,20,0.0,J1,75
1486,1,84,12,1,F19,5,19,0.0,J1,78
1484,1,85,12,1,F17,5,17,0.0,J1,88
1483,1,86,12,1,F15,5,15,0.0,J1,33
1481,1,87,12,1,F13,5,13,0.0,J1,43
1480,1,88,12,1,F12,5,12,0.0,J1,46
1478,1,89,12,1,F10,5,10,0.0,J1,56
1477,1,90,12,1,F8,5,8,0.0,J1,1
1475,1,91,12,1,F6,5,6,0.0,J1,11
1474,1,92,12,1,F5,5,5,0.0,J1,14
1472,1,93,12,1,F3,5,3,0.0,J1,24
25,2,0,1,1,C4,2,4,5.0,J2,150
0,2,1,1,1,B3,1,3,5.0,J2,156
352,2,2,4,1,B3,1,3,4.0,J1,28
377,2,3,4,1,C4,2,4,4.0,J1,22
355,2,4,4,1,B6,1,6,4.0,J1,15
380,2,5,4,1,C7,2,7,4.0,J1,9
128,2,6,2,1,B10,1,10,5.0,J1,60
147,2,7,2,1,C11,2,11,5.0,J1,54
131,2,8,2,1,B13,1,13,5.0,J1,47
150,2,9,2,1,C14,2,14,5.0,J1,41
134,2,10,2,1,B17,1,17,5.0,J1,92
153,2,11,2,1,C18,2,18,5.0,J1,86
137,2,12,2,1,B20,1,20,5.0,J1,79
156,2,13,2,1,C21,2,21,5.0,J1,73
140,2,14,2,1,B24,1,24,5.0,J1,124
159,2,15,2,1,C25,2,25,5.0,J1,118
143,2,16,2,1,B27,1,27,5.0,J1,111
162,2,17,2,1,C28,2,28,5.0,J1,105
358,2,18,4,1,B10,1,10,4.0,J1,60
383,2,19,4,1,C11,2,11,4.0,J1,54
361,2,20,4,1,B13,1,13,4.0,J1,47
386,2,21,4,1,C14,2,14,4.0,J1,41
364,2,22,4,1,B17,1,17,4.0,J1,92
389,2,23,4,1,C18,2,18,4.0,J1,86
367,2,24,4,1,B20,1,20,4.0,J1,79
392,2,25,4,1,C21,2,21,4.0,J1,73
370,2,26,4,1,B24,1,24,4.0,J1,124
395,2,27,4,1,C25,2,25,4.0,J1,118
373,2,28,4,1,B27,1,27,4.0,J1,111
398,2,29,4,1,C28,2,28,4.0,J1,105
617,2,30,6,1,B13,1,13,3.0,J1,47
642,2,31,6,1,C14,2,14,3.0,J1,41
620,2,32,6,1,B17,1,17,3.0,J1,92
645,2,33,6,1,C18,2,18,3.0,J1,86
623,2,34,6,1,B20,1,20,3.0,J1,79
648,2,35,6,1,C21,2,21,3.0,J1,73
626,2,36,6,1,B24,1,24,3.0,J1,124
651,2,37,6,1,C25,2,25,3.0,J1,118
629,2,38,6,1,B27,1,27,3.0,J1,111
654,2,39,6,1,C28,2,28,3.0,J1,105
688,2,40,6,1,E12,4,12,3.0,J1,49
711,2,41,6,1,F11,5,11,3.0,J1,53
685,2,42,6,1,E8,4,8,3.0,J1,0
708,2,43,6,1,F7,5,7,3.0,J1,4
682,2,44,6,1,E5,4,5,3.0,J1,17
705,2,45,6,1,F4,5,4,3.0,J1,21
882,2,46,8,1,B24,1,24,2.0,J1,124
907,2,47,8,1,C25,2,25,2.0,J1,118
885,2,48,8,1,B27,1,27,2.0,J1,111
910,2,49,8,1,C28,2,28,2.0,J1,105
953,2,50,8,1,E22,4,22,2.0,J1,64
976,2,51,8,1,F21,5,21,2.0,J1,68
950,2,52,8,1,E19,4,19,2.0,J1,81
973,2,53,8,1,F18,5,18,2.0,J1,85
947,2,54,8,1,E15,4,15,2.0,J1,32
970,2,55,8,1,F14,5,14,2.0,J1,36
944,2,56,8,1,E12,4,12,2.0,J1,49
967,2,57,8,1,F11,5,11,2.0,J1,53
941,2,58,8,1,E8,4,8,2.0,J1,0
964,2,59,8,1,F7,5,7,2.0,J1,4
938,2,60,8,1,E5,4,5,2.0,J1,17
961,2,61,8,1,F4,5,4,2.0,J1,21
1215,2,62,10,1,E29,4,29,1.0,J1,96
1238,2,63,10,1,F28,5,28,1.0,J1,100
1212,2,64,10,1,E26,4,26,1.0,J1,113
1235,2,65,10,1,F25,5,25,1.0,J1,117
1209,2,66,10,1,E22,4,22,1.0,J1,64
1232,2,67,10,1,F21,5,21,1.0,J1,68
1206,2,68,10,1,E19,4,19,1.0,J1,81
1229,2,69,10,1,F18,5,18,1.0,J1,85
1203,2,70,10,1,E15,4,15,1.0,J1,32
1226,2,71,10,1,F14,5,14,1.0,J1,36
1200,2,72,10,1,E12,4,12,1.0,J1,49
1223,2,73,10,1,F11,5,11,1.0,J1,53
1197,2,74,10,1,E8,4,8,1.0,J1,0
1220,2,75,10,1,F7,5,7,1.0,J1,4
1194,2,76,10,1,E5,4,5,1.0,J1,17
1217,2,77,10,1,F4,5,4,1.0,J1,21
1471,2,78,12,1,E29,4,29,0.0,J1,96
1494,2,79,12,1,F28,5,28,0.0,J1,100
1468,2,80,12,1,E26,4,26,0.0,J1,113
1491,2,81,12,1,F25,5,25,0.0,J1,117
1465,2,82,12,1,E22,4,22,0.0,J1,64
1488,2,83,12,1,F21,5,21,0.0,J1,68
1462,2,84,12,1,E19,4,19,0.0,J1,81
1485,2,85,12,1,F18,5,18,0.0,J1,85
1459,2,86,12,1,E15,4,15,0.0,J1,32
1482,2,87,12,1,F14,5,14,0.0,J1,36
1456,2,88,12,1,E12,4,12,0.0,J1,49
1479,2,89,12,1,F11,5,11,0.0,J1,53
1453,2,90,12,1,E8,4,8,0.0,J1,0
1476,2,91,12,1,F7,5,7,0.0,J1,4
1450,2,92,12,1,E5,4,5,0.0,J1,17
1473,2,93,12,1,F4,5,4,0.0,J1,21
50,3,0,1,1,D5,3,5,5.0,J2,144
72,3,1,1,1,E3,4,3,5.0,J2,155
424,3,2,4,1,E3,4,3,4.0,J1,27
402,3,3,4,1,D5,3,5,4.0,J1,16
427,3,4,4,1,E6,4,6,4.0,J1,10
405,3,5,4,1,D8,3,8,4.0,J1,3
182,3,6,2,1,E10,4,10,5.0,J1,59
166,3,7,2,1,D12,3,12,5.0,J1,48
185,3,8,2,1,E13,4,13,5.0,J1,42
169,3,9,2,1,D15,3,15,5.0,J1,35
188,3,10,2,1,E17,4,17,5.0,J1,91
172,3,11,2,1,D19,3,19,5.0,J1,80
191,3,12,2,1,E20,4,20,5.0,J1,74
175,3,13,2,1,D22,3,22,5.0,J1,67
194,3,14,2,1,E24,4,24,5.0,J1,123
178,3,15,2,1,D26,3,26,5.0,J1,112
197,3,16,2,1,E27,4,27,5.0,J1,106
181,3,17,2,1,D29,3,29,5.0,J1,99
430,3,18,4,1,E10,4,10,4.0,J1,59
408,3,19,4,1,D12,3,12,4.0,J1,48
433,3,20,4,1,E13,4,13,4.0,J1,42
411,3,21,4,1,D15,3,15,4.0,J1,35
436,3,22,4,1,E17,4,17,4.0,J1,91
414,3,23,4,1,D19,3,19,4.0,J1,80
439,3,24,4,1,E20,4,20,4.0,J1,74
417,3,25,4,1,D22,3,22,4.0,J1,67
442,3,26,4,1,E24,4,24,4.0,J1,123
420,3,27,4,1,D26,3,26,4.0,J1,112
445,3,28,4,1,E27,4,27,4.0,J1,106
423,3,29,4,1,D29,3,29,4.0,J1,99
689,3,30,6,1,E13,4,13,3.0,J1,42
667,3,31,6,1,D15,3,15,3.0,J1,35
692,3,32,6,1,E17,4,17,3.0,J1,91
670,3,33,6,1,D19,3,19,3.0,J1,80
695,3,34,6,1,E20,4,20,3.0,J1,74
673,3,35,6,1,D22,3,22,3.0,J1,67
698,3,36,6,1,E24,4,24,3.0,J1,123
676,3,37,6,1,D26,3,26,3.0,J1,112
701,3,38,6,1,E27,4,27,3.0,J1,106
679,3,39,6,1,D29,3,29,3.0,J1,99
663,3,40,6,1,D11,3,11,3.0,J1,55
686,3,41,6,1,E10,4,10,3.0,J1,59
660,3,42,6,1,D7,3,7,3.0,J1,6
683,3,43,6,1,E6,4,6,3.0,J1,10
657,3,44,6,1,D4,3,4,3.0,J1,23
680,3,45,6,1,E3,4,3,3.0,J1,27
954,3,46,8,1,E24,4,24,2.0,J1,123
932,3,47,8,1,D26,3,26,2.0,J1,112
957,3,48,8,1,E27,4,27,2.0,J1,106
935,3,49,8,1,D29,3,29,2.0,J1,99
928,3,50,8,1,D21,3,21,2.0,J1,70
951,3,51,8,1,E20,4,20,2.0,J1,74
925,3,52,8,1,D18,3,18,2.0,J1,87
948,3,53,8,1,E17,4,17,2.0,J1,91
922,3,54,8,1,D14,3,14,2.0,J1,38
945,3,55,8,1,E13,4,13,2.0,J1,42
919,3,56,8,1,D11,3,11,2.0,J1,55
942,3,57,8,1,E10,4,10,2.0,J1,59
916,3,58,8,1,D7,3,7,2.0,J1,6
939,3,59,8,1,E6,4,6,2.0,J1,10
913,3,60,8,1,D4,3,4,2.0,J1,23
936,3,61,8,1,E3,4,3,2.0,J1,27
1190,3,62,10,1,D28,3,28,1.0,J1,102
1213,3,63,10,1,E27,4,27,1.0,J1,106
1187,3,64,10,1,D25,3,25,1.0,J1,119
1210,3,65,10,1,E24,4,24,1.0,J1,123
1184,3,66,10,1,D21,3,21,1.0,J1,70
1207,3,67,10,1,E20,4,20,1.0,J1,74
1181,3,68,10,1,D18,3,18,1.0,J1,87
1204,3,69,10,1,E17,4,17,1.0,J1,91
1178,3,70,10,1,D14,3,14,1.0,J1,38
1201,3,71,10,1,E13,4,13,1.0,J1,42
1175,3,72,10,1,D11,3,11,1.0,J1,55
1198,3,73,10,1,E10,4,10,1.0,J1,59
1172,3,74,10,1,D7,3,7,1.0,J1,6
1195,3,75,10,1,E6,4,6,1.0,J1,10
1169,3,76,10,1,D4,3,4,1.0,J1,23
1192,3,77,10,1,E3,4,3,1.0,J1,27
1446,3,78,12,1,D28,3,28,0.0,J1,102
1469,3,79,12,1,E27,4,27,0.0,J1,106
1443,3,80,12,1,D25,3,25,0.0,J1,119
1466,3,81,12,1,E24,4,24,0.0,J1,123
1440,3,82,12,1,D21,3,21,0.0,J1,70
1463,3,83,12,1,E20,4,20,0.0,J1,74
1437,3,84,12,1,D18,3,18,0.0,J1,87
1460,3,85,12,1,E17,4,17,0.0,J1,91
1434,3,86,12,1,D14,3,14,0.0,J1,38
1457,3,87,12,1,E13,4,13,0.0,J1,42
1431,3,88,12,1,D11,3,11,0.0,J1,55
1454,3,89,12,1,E10,4,10,0.0,J1,59
1428,3,90,12,1,D7,3,7,0.0,J1,6
1451,3,91,12,1,E6,4,6,0.0,J1,10
1425,3,92,12,1,D4,3,4,0.0,J1,23
1448,3,93,12,1,E3,4,3,0.0,J1,27
49,4,0,1,1,D4,3,4,5.0,J2,151
48,4,1,1,1,D3,3,3,5.0,J2,154
400,4,2,4,1,D3,3,3,4.0,J1,26
401,4,3,4,1,D4,3,4,4.0,J1,23
403,4,4,4,1,D6,3,6,4.0,J1,13
404,4,5,4,1,D7,3,7,4.0,J1,6
164,4,6,2,1,D10,3,10,5.0,J1,58
165,4,7,2,1,D11,3,11,5.0,J1,55
167,4,8,2,1,D13,3,13,5.0,J1,45
168,4,9,2,1,D14,3,14,5.0,J1,38
170,4,10,2,1,D17,3,17,5.0,J1,90
171,4,11,2,1,D18,3,18,5.0,J1,87
173,4,12,2,1,D20,3,20,5.0,J1,77
174,4,13,2,1,D21,3,21,5.0,J1,70
176,4,14,2,1,D24,3,24,5.0,J1,122
177,4,15,2,1,D25,3,25,5.0,J1,119
179,4,16,2,1,D27,3,27,5.0,J1,109
180,4,17,2,1,D28,3,28,5.0,J1,102
406,4,18,4,1,D10,3,10,4.0,J1,58
407,4,19,4,1,D11,3,11,4.0,J1,55
409,4,20,4,1,D13,3,13,4.0,J1,45
410,4,21,4,1,D14,3,14,4.0,J1,38
412,4,22,4,1,D17,3,17,4.0,J1,90
413,4,23,4,1,D18,3,18,4.0,J1,87
415,4,24,4,1,D20,3,20,4.0,J1,77
416,4,25,4,1,D21,3,21,4.0,J1,70
418,4,26,4,1,D24,3,24,4.0,J1,122
419,4,27,4,1,D25,3,25,4.0,J1,119
421,4,28,4,1,D27,3,27,4.0,J1,109
422,4,29,4,1,D28,3,28,4.0,J1,102
665,4,30,6,1,D13,3,13,3.0,J1,45
666,4,31,6,1,D14,3,14,3.0,J1,38
668,4,32,6,1,D17,3,17,3.0,J1,90
669,4,33,6,1,D18,3,18,3.0,J1,87
671,4,34,6,1,D20,3,20,3.0,J1,77
672,4,35,6,1,D21,3,21,3.0,J1,70
674,4,36,6,1,D24,3,24,3.0,J1,122
675,4,37,6,1,D25,3,25,3.0,J1,119
677,4,38,6,1,D27,3,27,3.0,J1,109
678,4,39,6,1,D28,3,28,3.0,J1,102
664,4,40,6,1,D12,3,12,3.0,J1,48
662,4,41,6,1,D10,3,10,3.0,J1,58
661,4,42,6,1,D8,3,8,3.0,J1,3
659,4,43,6,1,D6,3,6,3.0,J1,13
658,4,44,6,1,D5,3,5,3.0,J1,16
656,4,45,6,1,D3,3,3,3.0,J1,26
930,4,46,8,1,D24,3,24,2.0,J1,122
931,4,47,8,1,D25,3,25,2.0,J1,119
933,4,48,8,1,D27,3,27,2.0,J1,109
934,4,49,8,1,D28,3,28,2.0,J1,102
929,4,50,8,1,D22,3,22,2.0,J1,67
927,4,51,8,1,D20,3,20,2.0,J1,77
926,4,52,8,1,D19,3,19,2.0,J1,80
924,4,53,8,1,D17,3,17,2.0,J1,90
923,4,54,8,1,D15,3,15,2.0,J1,35
921,4,55,8,1,D13,3,13,2.0,J1,45
920,4,56,8,1,D12,3,12,2.0,J1,48
918,4,57,8,1,D10,3,10,2.0,J1,58
917,4,58,8,1,D8,3,8,2.0,J1,3
915,4,59,8,1,D6,3,6,2.0,J1,13
914,4,60,8,1,D5,3,5,2.0,J1,16
912,4,61,8,1,D3,3,3,2.0,J1,26
1191,4,62,10,1,D29,3,29,1.0,J1,99
1189,4,63,10,1,D27,3,27,1.0,J1,109
1188,4,64,10,1,D26,3,26,1.0,J1,112
1186,4,65,10,1,D24,3,24,1.0,J1,122
1185,4,66,10,1,D22,3,22,1.0,J1,67
1183,4,67,10,1,D20,3,20,1.0,J1,77
1182,4,68,10,1,D19,3,19,1.0,J1,80
1180,4,69,10,1,D17,3,17,1.0,J1,90
1179,4,70,10,1,D15,3,15,1.0,J1,35
1177,4,71,10,1,D13,3,13,1.0,J1,45
1176,4,72,10,1,D12,3,12,1.0,J1,48
1174,4,73,10,1,D10,3,10,1.0,J1,58
1173,4,74,10,1,D8,3,8,1.0,J1,3
1171,4,75,10,1,D6,3,6,1.0,J1,13
1170,4,76,10,1,D5,3,5,1.0,J1,16
1168,4,77,10,1,D3,3,3,1.0,J1,26
1447,4,78,12,1,D29,3,29,0.0,J1,99
1445,4,79,12,1,D27,3,27,0.0,J1,109
1444,4,80,12,1,D26,3,26,0.0,J1,112
1442,4,81,12,1,D24,3,24,0.0,J1,122
1441,4,82,12,1,D22,3,22,0.0,J1,67
1439,4,83,12,1,D20,3,20,0.0,J1,77
1438,4,84,12,1,D19,3,19,0.0,J1,80
1436,4,85,12,1,D17,3,17,0.0,J1,90
1435,4,86,12,1,D15,3,15,0.0,J1,35
1433,4,87,12,1,D13,3,13,0.0,J1,45
1432,4,88,12,1,D12,3,12,0.0,J1,48
1430,4,89,12,1,D10,3,10,0.0,J1,58
1429,4,90,12,1,D8,3,8,0.0,J1,3
1427,4,91,12,1,D6,3,6,0.0,J1,13
1426,4,92,12,1,D5,3,5,0.0,J1,16
1424,4,93,12,1,D3,3,3,0.0,J1,26
73,5,0,1,1,E4,4,4,5.0,J2,148
98,5,1,1,1,F5,5,5,5.0,J2,142
448,5,2,4,1,F3,5,3,4.0,J1,24
450,5,3,4,1,F5,5,5,4.0,J1,14
451,5,4,4,1,F6,5,6,4.0,J1,11
453,5,5,4,1,F8,5,8,4.0,J1,1
183,5,6,2,1,E11,4,11,5.0,J1,52
202,5,7,2,1,F12,5,12,5.0,J1,46
186,5,8,2,1,E14,4,14,5.0,J1,39
205,5,9,2,1,F15,5,15,5.0,J1,33
189,5,10,2,1,E18,4,18,5.0,J1,84
208,5,11,2,1,F19,5,19,5.0,J1,78
192,5,12,2,1,E21,4,21,5.0,J1,71
211,5,13,2,1,F22,5,22,5.0,J1,65
195,5,14,2,1,E25,4,25,5.0,J1,116
214,5,15,2,1,F26,5,26,5.0,J1,110
198,5,16,2,1,E28,4,28,5.0,J1,103
217,5,17,2,1,F29,5,29,5.0,J1,97
454,5,18,4,1,F10,5,10,4.0,J1,56
456,5,19,4,1,F12,5,12,4.0,J1,46
457,5,20,4,1,F13,5,13,4.0,J1,43
459,5,21,4,1,F15,5,15,4.0,J1,33
460,5,22,4,1,F17,5,17,4.0,J1,88
462,5,23,4,1,F19,5,19,4.0,J1,78
463,5,24,4,1,F20,5,20,4.0,J1,75
465,5,25,4,1,F22,5,22,4.0,J1,65
