0	0	1.163077
0	1	1.074729
0	2	1.002042
0	3	1.014956
0	4	1.074588
0	5	1.009186
0	6	1.084887
0	7	1.109509
1	0	1.117496
1	1	0.977786
1	2	0.941582
1	3	0.865633
1	4	0.907237
1	5	0.998249
1	6	0.990937
1	7	1.087623
2	0	1.211284
2	1	1.165809
2	2	1.000997
2	3	0.941281
2	4	1.908395
2	5	1.074154
2	6	1.033458
2	7	1.165229
3	0	1.187684
3	1	1.165072
3	2	1.010197
3	3	1.023105
3	4	1.930315
3	5	1.082719
3	6	1.110338
3	7	1.242821
4	0	1.084731
4	1	1.069244
4	2	1.045088
4	3	1.015384
4	4	1.058085
4	5	1.019847
4	6	0.989516
4	7	1.086915
5	0	1.004884
5	1	0.960704
5	2	0.989455
5	3	1.028099
5	4	1.125794
5	5	1.005658
5	6	0.966855
5	7	1.076300
6	0	1.027049
6	1	0.974202
6	2	0.780391
6	3	0.778081
6	4	0.967543
6	5	1.909073
6	6	0.842262
6	7	0.928482
7	0	0.800456
7	1	0.942935
7	2	0.774468
7	3	0.766126
7	4	0.944914
7	5	1.018561
7	6	0.860093
7	7	0.929970
